AuditID,AuditDate,PlantLocation,Department,Auditor,AuditType,FindingType,Severity,Status,DaysToClose
AUD-000228,2025-03-26,Houston Plant,EHS,Michael Warner,Supplier Audit,Calibration,Minor,In Progress,
AUD-000229,2023-04-08,Suzhou Plant,Warehouse,Michael Bradshaw,ISO 9001 Audit,Equipment Issue,Minor,In Progress,
AUD-000230,2025-06-19,Juarez Plant,HR,Lori Guerrero,Supplier Audit,Supplier Issue,Minor,Closed,16.0
AUD-000231,2024-06-30,Monterrey Plant,Quality,Jessica Stephens,Safety Audit,Calibration,Major,Closed,22.0
AUD-000232,2024-10-19,Frankfurt Plant,Quality,Susan Serrano,ISO 9001 Audit,Supplier Issue,Minor,Closed,7.0
AUD-000233,2025-05-22,Pune Plant,Supply Chain,Christopher Parker,Supplier Audit,Supplier Issue,Major,Closed,17.0
AUD-000234,2025-06-09,Pune Plant,Maintenance,Laura Roberts,Internal Audit,Equipment Issue,Major,In Progress,
AUD-000235,2025-04-11,Monterrey Plant,Warehouse,Michael Lyons,Internal Audit,Training,Minor,In Progress,
AUD-000236,2025-06-16,Bangalore Plant,Manufacturing,Kathryn Snyder,Supplier Audit,Process Deviation,Minor,Closed,7.0
AUD-000237,2023-03-08,Bangalore Plant,Supply Chain,Andrew Reynolds,ISO 9001 Audit,Documentation,Major,Open,
AUD-000238,2023-10-09,Houston Plant,Warehouse,David Davis,Internal Audit,Documentation,Minor,Closed,9.0
AUD-000239,2024-01-17,Shanghai Plant,EHS,Sara Johnston,Supplier Audit,Calibration,Minor,Open,
AUD-000240,2025-07-02,Juarez Plant,Engineering,Yvonne Chambers,Process Audit,Documentation,Critical,Closed,50.0
AUD-000241,2023-10-05,Juarez Plant,Quality,Andrew Avila,Internal Audit,Equipment Issue,Minor,In Progress,
AUD-000242,2024-10-16,Frankfurt Plant,Warehouse,Matthew Moon,Supplier Audit,Training,Major,Closed,27.0
AUD-000243,2023-12-23,Houston Plant,Warehouse,Kevin Walters,Process Audit,Training,Minor,Closed,12.0
AUD-000244,2025-10-08,Juarez Plant,Manufacturing,Brandon Bailey MD,Safety Audit,Training,Minor,Closed,10.0
AUD-000245,2023-06-26,Juarez Plant,Quality,Shannon Rivera,Safety Audit,Process Deviation,Minor,Open,
AUD-000246,2025-04-18,Shanghai Plant,Quality,Donna Landry,ISO 9001 Audit,Process Deviation,Minor,Closed,15.0
AUD-000247,2025-11-25,Monterrey Plant,Warehouse,Krista Gibson,Process Audit,Process Deviation,Minor,In Progress,
AUD-000248,2025-10-26,Frankfurt Plant,Manufacturing,Frank Cordova,Process Audit,Training,Major,Closed,22.0
AUD-000249,2024-10-22,Frankfurt Plant,Engineering,Jose Travis,Internal Audit,Calibration,Minor,Open,
AUD-000250,2024-02-07,Shanghai Plant,Maintenance,Kimberly Gutierrez,Safety Audit,Equipment Issue,Minor,Closed,19.0
AUD-000251,2023-12-12,Bangalore Plant,Supply Chain,Isaiah Avila,Safety Audit,Documentation,Minor,Closed,12.0
AUD-000252,2023-02-28,Frankfurt Plant,Quality,Olivia Harris,Process Audit,Supplier Issue,Minor,Closed,6.0
AUD-000253,2025-05-03,Frankfurt Plant,Manufacturing,Tanya Kim,Supplier Audit,Process Deviation,Minor,Closed,6.0
AUD-000254,2024-05-16,Pune Plant,HR,Barbara Dudley,Process Audit,Process Deviation,Minor,Closed,11.0
AUD-000255,2025-05-01,Monterrey Plant,EHS,Cynthia Moore,Supplier Audit,Equipment Issue,Minor,Closed,9.0
AUD-000256,2024-10-15,Bangalore Plant,Warehouse,Kristen Davis,Safety Audit,Supplier Issue,Critical,Closed,56.0
AUD-000257,2023-08-06,Juarez Plant,Warehouse,Susan Murray MD,Process Audit,Training,Minor,Closed,11.0
AUD-000258,2023-07-18,Suzhou Plant,Manufacturing,Kathleen Moran,Process Audit,Training,Minor,Closed,9.0
AUD-000259,2024-11-01,Juarez Plant,Warehouse,Denise Davenport,ISO 9001 Audit,Calibration,Minor,Closed,7.0
AUD-000260,2025-10-15,Juarez Plant,Manufacturing,Mrs. Kristen Reyes,Process Audit,Training,Minor,Closed,4.0
AUD-000261,2024-12-23,Juarez Plant,Manufacturing,Katie Suarez,Supplier Audit,Supplier Issue,Minor,Closed,8.0
AUD-000262,2023-01-17,Bangalore Plant,Quality,Desiree Tyler,ISO 9001 Audit,Calibration,Minor,In Progress,
AUD-000263,2023-04-03,Bangalore Plant,HR,Timothy Romero,Safety Audit,Calibration,Minor,Closed,12.0
AUD-000264,2023-05-31,Frankfurt Plant,HR,Diane Evans,Safety Audit,Equipment Issue,Minor,In Progress,
AUD-000265,2023-09-01,Bangalore Plant,Supply Chain,Yvonne Burns,Safety Audit,Calibration,Critical,Closed,48.0
AUD-000266,2023-10-23,Pune Plant,Engineering,Joshua Reed,Internal Audit,Documentation,Major,Closed,14.0
AUD-000267,2023-10-08,Monterrey Plant,Warehouse,Kimberly Gibson,Safety Audit,Supplier Issue,Major,Closed,26.0
AUD-000268,2023-10-14,Suzhou Plant,Warehouse,Colin Terry,Safety Audit,Equipment Issue,Critical,Closed,51.0
AUD-000269,2024-09-04,Juarez Plant,Warehouse,Cynthia Rowe,Safety Audit,Calibration,Minor,Closed,6.0
AUD-000270,2025-08-30,Suzhou Plant,Manufacturing,Patrick Thornton,Safety Audit,Calibration,Minor,Closed,10.0
AUD-000271,2023-02-24,Houston Plant,EHS,Jasmin Alvarado,Internal Audit,Supplier Issue,Minor,Closed,10.0
AUD-000272,2025-09-10,Suzhou Plant,Supply Chain,Veronica Simpson,Process Audit,Equipment Issue,Minor,In Progress,
AUD-000273,2024-05-11,Houston Plant,Manufacturing,Jonathan Lawrence,Internal Audit,Process Deviation,Minor,In Progress,
AUD-000274,2024-10-04,Suzhou Plant,HR,Shelly Alexander,Safety Audit,Supplier Issue,Minor,Closed,5.0
AUD-000275,2025-08-23,Bangalore Plant,Manufacturing,Joyce Bowen,ISO 9001 Audit,Supplier Issue,Major,Closed,28.0
AUD-000276,2025-02-10,Bangalore Plant,Warehouse,Matthew Moore,Safety Audit,Calibration,Critical,Closed,53.0
AUD-000277,2024-06-25,Frankfurt Plant,EHS,Wayne Morgan,Process Audit,Calibration,Minor,Closed,13.0
AUD-000278,2024-08-14,Juarez Plant,Engineering,Marie Christian,Supplier Audit,Supplier Issue,Major,Closed,34.0
AUD-000279,2024-07-14,Suzhou Plant,Maintenance,Shannon James,ISO 9001 Audit,Calibration,Minor,Closed,5.0
AUD-000280,2023-10-27,Shanghai Plant,Maintenance,Nathan Malone,Supplier Audit,Process Deviation,Minor,Open,
AUD-000281,2024-06-09,Frankfurt Plant,EHS,Amanda Jones,Safety Audit,Equipment Issue,Minor,In Progress,
AUD-000282,2024-07-10,Houston Plant,Supply Chain,Tammie Bright,Process Audit,Documentation,Minor,In Progress,
AUD-000283,2025-12-23,Suzhou Plant,Engineering,Jessica Garcia,Supplier Audit,Equipment Issue,Major,Closed,16.0
AUD-000284,2025-08-25,Monterrey Plant,Quality,Shelia Wallace,ISO 9001 Audit,Equipment Issue,Major,Closed,29.0
AUD-000285,2025-09-01,Frankfurt Plant,EHS,Stephanie Williams,Supplier Audit,Calibration,Major,In Progress,
AUD-000286,2023-05-02,Pune Plant,Quality,Elaine Brooks,Process Audit,Process Deviation,Major,Closed,29.0
AUD-000287,2023-12-27,Juarez Plant,Manufacturing,Joseph Knight,Process Audit,Equipment Issue,Critical,Closed,53.0
AUD-000288,2024-08-15,Shanghai Plant,Manufacturing,Carolyn Miller,Supplier Audit,Calibration,Minor,Closed,23.0
AUD-000289,2025-07-19,Juarez Plant,EHS,Lisa Allen,Supplier Audit,Training,Major,Closed,29.0
AUD-000290,2023-08-19,Frankfurt Plant,Warehouse,Briana Murray,Process Audit,Documentation,Minor,Closed,13.0
AUD-000291,2024-11-21,Monterrey Plant,Maintenance,David Smith,Safety Audit,Equipment Issue,Minor,In Progress,
AUD-000292,2025-04-10,Shanghai Plant,HR,Stephanie Byrd,Process Audit,Training,Minor,Closed,13.0
AUD-000293,2025-09-04,Suzhou Plant,Warehouse,Jeremy Reed,Process Audit,Process Deviation,Critical,Closed,55.0
AUD-000294,2024-06-30,Pune Plant,Warehouse,Margaret Coleman,Supplier Audit,Equipment Issue,Minor,In Progress,
AUD-000295,2025-01-06,Frankfurt Plant,Engineering,Ryan Gonzalez,Process Audit,Process Deviation,Minor,Closed,8.0
AUD-000296,2025-10-26,Frankfurt Plant,Maintenance,John Young,Supplier Audit,Supplier Issue,Major,Closed,31.0
AUD-000297,2024-03-28,Juarez Plant,Engineering,Laura Haney,Safety Audit,Calibration,Critical,Closed,32.0
AUD-000298,2025-05-01,Houston Plant,EHS,William Barrett,Process Audit,Equipment Issue,Major,In Progress,
AUD-000299,2023-06-17,Shanghai Plant,EHS,Keith Jennings,Internal Audit,Supplier Issue,Minor,Closed,9.0
AUD-000300,2025-11-01,Bangalore Plant,Engineering,Amber Obrien,Safety Audit,Process Deviation,Minor,Closed,8.0
AUD-000301,2023-08-27,Juarez Plant,Engineering,Tanner Mitchell DDS,Internal Audit,Process Deviation,Major,Closed,25.0
AUD-000302,2023-09-28,Juarez Plant,HR,Heather Fields,Supplier Audit,Equipment Issue,Minor,Closed,18.0
AUD-000303,2023-02-14,Houston Plant,HR,Megan Le,Safety Audit,Documentation,Minor,Closed,3.0
AUD-000304,2023-04-03,Pune Plant,HR,Sara Fuller,Internal Audit,Process Deviation,Minor,Closed,12.0
AUD-000305,2023-03-06,Suzhou Plant,Maintenance,Maria Parker,Supplier Audit,Process Deviation,Minor,In Progress,
AUD-000306,2025-07-07,Monterrey Plant,HR,Kevin Oconnor,Supplier Audit,Documentation,Minor,Closed,4.0
AUD-000307,2024-01-01,Houston Plant,HR,Edward Burgess,Internal Audit,Documentation,Minor,In Progress,
AUD-000308,2024-09-03,Suzhou Plant,EHS,Carlos Ryan,Process Audit,Training,Major,Closed,20.0
AUD-000309,2025-08-01,Shanghai Plant,Warehouse,Kiara Mcintyre,Internal Audit,Equipment Issue,Minor,Closed,13.0
AUD-000310,2025-05-08,Pune Plant,Manufacturing,Dawn Summers,ISO 9001 Audit,Supplier Issue,Minor,Closed,10.0
AUD-000311,2023-04-10,Houston Plant,Engineering,Dr. Paul Morgan,Safety Audit,Training,Major,Closed,15.0
AUD-000312,2023-04-26,Bangalore Plant,Supply Chain,Victor Taylor,Safety Audit,Supplier Issue,Minor,Closed,7.0
AUD-000313,2024-10-18,Houston Plant,Engineering,Shannon Ramsey,ISO 9001 Audit,Calibration,Minor,Closed,12.0
AUD-000314,2024-07-17,Monterrey Plant,Manufacturing,Tracy Ballard,ISO 9001 Audit,Supplier Issue,Minor,Closed,7.0
AUD-000315,2025-10-12,Suzhou Plant,Manufacturing,Richard Smith,Safety Audit,Calibration,Critical,Open,
AUD-000316,2025-05-02,Juarez Plant,HR,Jordan Chambers,Process Audit,Training,Minor,Closed,10.0
AUD-000317,2024-09-07,Suzhou Plant,Supply Chain,Lauren Carson,ISO 9001 Audit,Supplier Issue,Major,Open,
AUD-000318,2025-12-21,Bangalore Plant,Supply Chain,Ashley Hall,Internal Audit,Process Deviation,Minor,Closed,10.0
AUD-000319,2025-01-29,Pune Plant,Quality,Stephen Hoffman,Supplier Audit,Process Deviation,Minor,In Progress,
AUD-000320,2023-03-22,Houston Plant,Quality,Connie Brown,ISO 9001 Audit,Training,Minor,In Progress,
AUD-000321,2024-11-12,Houston Plant,Maintenance,Susan Turner,Internal Audit,Equipment Issue,Critical,Closed,34.0
AUD-000322,2025-09-07,Suzhou Plant,Engineering,Charles Shah,Process Audit,Supplier Issue,Major,In Progress,
AUD-000323,2024-10-20,Bangalore Plant,Maintenance,Johnathan Davis,Supplier Audit,Calibration,Minor,Closed,17.0
AUD-000324,2025-01-06,Juarez Plant,EHS,Brandy Chavez,Supplier Audit,Training,Minor,In Progress,
AUD-000325,2025-01-29,Houston Plant,Warehouse,Natalie Bautista,Process Audit,Documentation,Minor,Closed,12.0
AUD-000326,2024-06-18,Houston Plant,HR,Patrick Moore,ISO 9001 Audit,Supplier Issue,Minor,Closed,2.0
AUD-000327,2024-05-18,Bangalore Plant,EHS,Brett Burns,Supplier Audit,Process Deviation,Minor,Open,
AUD-000328,2025-10-01,Monterrey Plant,EHS,Trevor Johnson,Process Audit,Equipment Issue,Minor,In Progress,
AUD-000329,2025-09-27,Pune Plant,Supply Chain,Jeremy Sampson,Safety Audit,Documentation,Critical,Closed,47.0
AUD-000330,2023-06-02,Houston Plant,Manufacturing,Ariana Jennings,Internal Audit,Equipment Issue,Major,Closed,19.0
AUD-000331,2023-11-06,Pune Plant,Manufacturing,Vanessa Howard,Safety Audit,Equipment Issue,Minor,Closed,12.0
AUD-000332,2025-09-16,Suzhou Plant,EHS,Colton Martinez,Internal Audit,Documentation,Minor,Closed,7.0
AUD-000333,2025-12-20,Suzhou Plant,Maintenance,Jordan Bates,Process Audit,Documentation,Minor,Closed,9.0
AUD-000334,2023-07-17,Frankfurt Plant,Supply Chain,Linda Smith,Supplier Audit,Calibration,Minor,Closed,11.0
AUD-000335,2025-03-23,Houston Plant,Quality,Dana Martinez,Process Audit,Calibration,Minor,Closed,13.0
AUD-000336,2023-06-15,Juarez Plant,Manufacturing,Andrea Hubbard,Internal Audit,Equipment Issue,Minor,Closed,5.0
AUD-000337,2023-01-20,Bangalore Plant,Supply Chain,Daniel Kane,Safety Audit,Documentation,Minor,In Progress,
AUD-000338,2025-12-17,Juarez Plant,Manufacturing,Charles Lester,Supplier Audit,Documentation,Minor,Open,
AUD-000339,2023-06-02,Pune Plant,Maintenance,Scott Thomas,Process Audit,Calibration,Major,Closed,22.0
AUD-000340,2023-02-02,Suzhou Plant,Engineering,David Thompson,Internal Audit,Calibration,Minor,In Progress,
AUD-000341,2023-11-29,Bangalore Plant,Engineering,Allison Smith,ISO 9001 Audit,Equipment Issue,Minor,In Progress,
AUD-000342,2023-10-14,Pune Plant,Quality,Cynthia Morris,Internal Audit,Process Deviation,Minor,Open,
AUD-000343,2024-04-20,Suzhou Plant,Quality,Anthony Harmon,Supplier Audit,Documentation,Minor,In Progress,
AUD-000344,2024-07-13,Suzhou Plant,EHS,Nichole Alvarez,ISO 9001 Audit,Training,Minor,Closed,8.0
AUD-000345,2025-02-17,Houston Plant,Quality,Kayla Rodriguez,Internal Audit,Documentation,Major,Closed,19.0
AUD-000346,2024-07-02,Monterrey Plant,Supply Chain,Theresa Williams,ISO 9001 Audit,Calibration,Minor,In Progress,
AUD-000347,2025-01-08,Juarez Plant,Quality,Sharon Boyd,Supplier Audit,Calibration,Minor,Open,
AUD-000348,2023-07-29,Suzhou Plant,Supply Chain,Victor Brown,Internal Audit,Documentation,Minor,Closed,16.0
AUD-000349,2023-07-03,Bangalore Plant,Warehouse,James Parks,ISO 9001 Audit,Documentation,Minor,Closed,11.0
AUD-000350,2024-08-20,Houston Plant,HR,Theodore Jones Jr.,Safety Audit,Supplier Issue,Minor,Closed,5.0
AUD-000351,2023-12-14,Frankfurt Plant,HR,Ana Hill,ISO 9001 Audit,Training,Minor,Closed,13.0
AUD-000352,2023-05-10,Juarez Plant,Supply Chain,Kimberly Nguyen,Internal Audit,Calibration,Minor,Closed,17.0
AUD-000353,2024-05-30,Houston Plant,Engineering,Kerry Chavez DDS,ISO 9001 Audit,Documentation,Major,Closed,34.0
AUD-000354,2023-10-05,Suzhou Plant,Maintenance,Michael Farrell,Supplier Audit,Process Deviation,Minor,Closed,4.0
AUD-000355,2024-11-16,Monterrey Plant,HR,Patricia Le,Supplier Audit,Calibration,Major,In Progress,
AUD-000356,2024-02-16,Bangalore Plant,EHS,Jesse Perez,Supplier Audit,Equipment Issue,Minor,Open,
AUD-000357,2025-10-02,Suzhou Plant,Engineering,Jesse Perry,Supplier Audit,Documentation,Minor,Closed,8.0
AUD-000358,2024-02-14,Juarez Plant,Supply Chain,Jeffery Ortega,Process Audit,Process Deviation,Major,Closed,36.0
AUD-000359,2024-08-19,Suzhou Plant,Quality,Christian Leblanc,ISO 9001 Audit,Training,Major,In Progress,
AUD-000360,2024-09-12,Suzhou Plant,Engineering,Ronald Davis,ISO 9001 Audit,Documentation,Minor,Closed,7.0
AUD-000361,2025-07-08,Suzhou Plant,EHS,Parker Cain,Safety Audit,Documentation,Minor,Closed,11.0
AUD-000362,2025-01-06,Bangalore Plant,Quality,Laurie Hoffman,Process Audit,Equipment Issue,Minor,Closed,12.0
AUD-000363,2023-04-01,Suzhou Plant,HR,Bryan Gomez,Internal Audit,Documentation,Critical,Closed,30.0
AUD-000364,2023-07-21,Houston Plant,Maintenance,Nicole Parrish,ISO 9001 Audit,Calibration,Minor,In Progress,
AUD-000365,2025-03-12,Monterrey Plant,EHS,Tracy Burke,Supplier Audit,Documentation,Major,Closed,24.0
AUD-000366,2025-09-15,Shanghai Plant,Quality,Kenneth Lewis,Internal Audit,Equipment Issue,Minor,Open,
AUD-000367,2023-10-18,Houston Plant,Warehouse,Courtney Rodriguez,Safety Audit,Process Deviation,Minor,Closed,1.0
AUD-000368,2024-12-14,Juarez Plant,EHS,Holly Farmer,Supplier Audit,Documentation,Minor,In Progress,
AUD-000369,2024-09-06,Bangalore Plant,Manufacturing,Renee Bruce,Internal Audit,Equipment Issue,Major,Closed,16.0
AUD-000370,2023-12-03,Bangalore Plant,Engineering,Sabrina Austin,Safety Audit,Process Deviation,Minor,Closed,9.0
AUD-000371,2025-08-04,Monterrey Plant,Engineering,Allison Hickman,ISO 9001 Audit,Process Deviation,Major,Closed,14.0
AUD-000372,2023-03-01,Pune Plant,Engineering,Debra White,Process Audit,Training,Minor,Closed,15.0
AUD-000373,2024-07-24,Monterrey Plant,Quality,Ellen Morgan,Supplier Audit,Calibration,Minor,In Progress,
AUD-000374,2024-02-08,Juarez Plant,EHS,Sergio Knight,Safety Audit,Equipment Issue,Minor,Closed,4.0
AUD-000375,2024-10-03,Bangalore Plant,HR,Charles Schultz,Supplier Audit,Process Deviation,Major,Closed,21.0
AUD-000376,2023-12-20,Monterrey Plant,Maintenance,Paul Lewis,Supplier Audit,Documentation,Critical,Closed,47.0
AUD-000377,2024-05-03,Monterrey Plant,Maintenance,Glen Wood,Safety Audit,Process Deviation,Minor,Closed,15.0
AUD-000378,2025-05-06,Juarez Plant,Supply Chain,Paula Bradley,Safety Audit,Equipment Issue,Minor,Closed,4.0
AUD-000379,2023-12-21,Bangalore Plant,Supply Chain,Anthony Moore,ISO 9001 Audit,Supplier Issue,Minor,Closed,14.0
AUD-000380,2023-04-20,Houston Plant,Warehouse,Megan Nelson,ISO 9001 Audit,Supplier Issue,Critical,Closed,45.0
AUD-000381,2025-11-01,Juarez Plant,EHS,Karla Ramos,ISO 9001 Audit,Training,Minor,Closed,6.0
AUD-000382,2023-06-19,Pune Plant,Manufacturing,Paul Wilson,Supplier Audit,Training,Major,Closed,29.0
AUD-000383,2024-08-14,Juarez Plant,Supply Chain,Douglas Gregory,Safety Audit,Supplier Issue,Major,Closed,26.0
AUD-000384,2023-08-20,Bangalore Plant,Quality,Mr. Andrew Foster,Safety Audit,Documentation,Minor,Closed,7.0
AUD-000385,2025-06-22,Houston Plant,Engineering,Aimee Turner,Supplier Audit,Documentation,Critical,Closed,46.0
AUD-000386,2025-07-10,Juarez Plant,Maintenance,Chad Scott,Internal Audit,Training,Minor,In Progress,
AUD-000387,2024-03-05,Suzhou Plant,Warehouse,Adam Burgess,Process Audit,Supplier Issue,Major,Closed,21.0
AUD-000388,2023-10-13,Bangalore Plant,Engineering,James Padilla,Safety Audit,Calibration,Major,In Progress,
AUD-000389,2023-12-11,Frankfurt Plant,Warehouse,Sandra Drake,Safety Audit,Equipment Issue,Critical,Closed,46.0
AUD-000390,2023-07-15,Pune Plant,Supply Chain,Scott Williams,Supplier Audit,Equipment Issue,Critical,In Progress,
AUD-000391,2023-09-17,Houston Plant,Supply Chain,Thomas Atkins,ISO 9001 Audit,Process Deviation,Minor,In Progress,
AUD-000392,2023-10-19,Shanghai Plant,Maintenance,Laura Mckinney,Internal Audit,Process Deviation,Major,Closed,30.0
AUD-000393,2025-11-21,Juarez Plant,Maintenance,Brian Smith,ISO 9001 Audit,Calibration,Major,In Progress,
AUD-000394,2023-01-06,Bangalore Plant,Quality,Robert Montgomery,Internal Audit,Supplier Issue,Major,Closed,38.0
AUD-000395,2025-03-25,Juarez Plant,Engineering,Tamara Davis,Supplier Audit,Calibration,Critical,In Progress,
AUD-000396,2024-08-03,Juarez Plant,Warehouse,Dana Chapman,Supplier Audit,Equipment Issue,Minor,Closed,5.0
AUD-000397,2023-04-10,Juarez Plant,Manufacturing,Jennifer Collins,Internal Audit,Documentation,Minor,In Progress,
AUD-000398,2023-11-20,Suzhou Plant,EHS,Gary Jackson,Process Audit,Equipment Issue,Minor,Open,
AUD-000399,2023-09-28,Frankfurt Plant,Maintenance,Ashley Hicks,Internal Audit,Equipment Issue,Minor,Open,
AUD-000400,2025-01-08,Monterrey Plant,Maintenance,Hannah Luna,Internal Audit,Process Deviation,Minor,Closed,17.0
AUD-000401,2024-09-17,Shanghai Plant,Engineering,Robin Young,Internal Audit,Training,Minor,Closed,3.0
AUD-000402,2025-09-03,Juarez Plant,Quality,Craig Morrison,Internal Audit,Documentation,Minor,Closed,9.0
AUD-000403,2024-12-04,Monterrey Plant,Quality,Mary Thompson,ISO 9001 Audit,Documentation,Critical,Closed,54.0
AUD-000404,2024-04-13,Shanghai Plant,HR,Kathleen Webster,Supplier Audit,Calibration,Minor,In Progress,
AUD-000405,2024-09-04,Monterrey Plant,Supply Chain,Joann Glass,Process Audit,Documentation,Minor,In Progress,
AUD-000406,2025-12-22,Bangalore Plant,Manufacturing,Madison Weber,Process Audit,Equipment Issue,Major,Closed,27.0
AUD-000407,2023-11-07,Houston Plant,HR,Lori Hernandez,Internal Audit,Documentation,Major,Closed,19.0
AUD-000408,2023-10-14,Suzhou Plant,Quality,Jeremy Turner,Supplier Audit,Training,Minor,Closed,9.0
AUD-000409,2024-05-22,Frankfurt Plant,Maintenance,Anthony Romero,Internal Audit,Equipment Issue,Major,Closed,20.0
AUD-000410,2024-09-09,Suzhou Plant,Engineering,Jesse Brown,Supplier Audit,Equipment Issue,Minor,Closed,7.0
AUD-000411,2023-04-22,Juarez Plant,Engineering,Angela Lin,Safety Audit,Documentation,Minor,Closed,12.0
AUD-000412,2025-12-17,Monterrey Plant,Manufacturing,Lisa Hunter,ISO 9001 Audit,Supplier Issue,Critical,Open,
AUD-000413,2025-05-11,Juarez Plant,Warehouse,Julian Conner,Internal Audit,Documentation,Minor,Closed,11.0
AUD-000414,2023-05-19,Pune Plant,Manufacturing,Joanna Pacheco,ISO 9001 Audit,Supplier Issue,Minor,Closed,7.0
AUD-000415,2024-08-09,Monterrey Plant,HR,Erica Alvarez,Supplier Audit,Documentation,Minor,Closed,13.0
AUD-000416,2024-09-26,Monterrey Plant,Quality,Antonio Garcia,Safety Audit,Calibration,Minor,Closed,11.0
AUD-000417,2025-03-11,Houston Plant,Quality,Gwendolyn Klein,Internal Audit,Training,Minor,Closed,12.0
AUD-000418,2023-06-26,Pune Plant,HR,Carrie Wright,Supplier Audit,Equipment Issue,Minor,Closed,12.0
AUD-000419,2023-12-26,Pune Plant,Quality,Jeffrey Mills,Process Audit,Process Deviation,Minor,Closed,7.0
AUD-000420,2024-12-11,Frankfurt Plant,Maintenance,Jake Campbell,Internal Audit,Documentation,Minor,Closed,8.0
AUD-000421,2024-11-17,Shanghai Plant,HR,George Harper,ISO 9001 Audit,Process Deviation,Minor,Closed,12.0
AUD-000422,2025-11-12,Monterrey Plant,Warehouse,Maria Jones,Supplier Audit,Training,Minor,In Progress,
